site,year,block,plot,pd,pd_fac,rate,seedling_n,sp1_gc,sp2_gc,sp3_gc,canopy_cover,sp1,sp2,sp3,rye_g,weed_g,RCI_weeds,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_om,rate.adj
NY,2023,1,601,9/30/2022,1,0,0,VER_sp,STEME,VIOAR,23.36,CHEAL,VIOAR,STEME,0,74.2,0,1029.625464,1314.573475,27,6.6,15*,3.92,0
NY,2023,1,602,10/25/2022,3,0,0,VER_sp,STEME,VIOAR,0.15,VIOAR,CHEAL,TRFRE,0,0.5,0,777.2196632,1062.167674,13.4,6.61,119,3.39,0
NY,2023,1,603,10/12/2022,2,105,56,VER_sp,STEME,VIOAR,53.67,VIOAR,na,na,160.2,0.9,-0.979591837,901.3908129,1186.338824,19.15,6.5,121,3.35,120
NY,2023,2,604,10/25/2022,3,15,21,VER_sp,STEME,VIOAR,29.61,na,na,na,79,0,-1,777.2196632,1062.167674,13.4,6.61,119,3.39,15
NY,2023,2,605,10/12/2022,2,0,0,VER_sp,STEME,VIOAR,0.76,VIOAR,na,na,0,6.9,0,901.3908129,1186.338824,19.15,6.5,121,3.35,0
NY,2023,2,606,9/30/2022,1,25,7,VER_sp,STEME,VIOAR,28.03,STEME,VER_sp,VIOAR,120.2,24.4,-0.57712305,1029.625464,1314.573475,27,6.6,15*,3.92,30
NY,2023,3,607,10/25/2022,3,105,110,VER_sp,STEME,VIOAR,49.57,VIOAR,na,na,126.8,0.1,-0.988372093,777.2196632,1062.167674,13.4,6.61,119,3.39,120
NY,2023,3,608,10/12/2022,2,25,15,VER_sp,STEME,VIOAR,38.49,VIOAR,na,na,129.4,0.5,-0.983221477,901.3908129,1186.338824,19.15,6.5,121,3.35,30
NY,2023,3,609,9/30/2022,1,105,75,VER_sp,STEME,VIOAR,74.62,VER_sp,STEME,VIOAR,210.3,12.8,-0.816618911,1029.625464,1314.573475,27,6.6,15*,3.92,120
PA,2022,1,101,10/22/2022,2,0,0,THLAR,CERVU,na,1.56,LEPCA,SETFA,VIOAR,0,7.8,0,744.21,1424.26,19.774,5.51,21,2.18,0
PA,2022,1,102,10/22/2022,2,30,48,THLAR,na,na,10.75,LEPCA,CERVU,na,85.6,0.237,-0.969615385,744.21,1424.26,19.774,5.51,21,2.18,30
PA,2022,1,103,10/22/2022,2,90,82,THLAR,VERAR,na,47.98,LEPCA,VERAR,na,150.1,0.786,-0.899230769,744.21,1424.26,19.774,5.51,21,2.18,90
PA,2022,1,104,10/22/2022,2,15,26,THLAR,na,na,9.3,LEPCA,CCTLA,VIOAR,101,1.182,-0.848461538,744.21,1424.26,19.774,5.51,21,2.18,15
PA,2022,1,105,10/22/2022,2,60,48,THLAR,CARHI,na,29.25,LEPCA,CARHI,na,125.8,0.883,-0.886794872,744.21,1424.26,19.774,5.51,21,2.18,60
PA,2022,1,106,10/22/2022,2,120,146,CERVU,na,na,32.66,CARHI,SETFA,na,158,0,-1,744.21,1424.26,19.774,5.51,21,2.18,120
PA,2022,1,107,11/01/2022,3,120,58,na,na,na,10.96,SETFA,VIOAR,na,82.8,0.008,-0.999230769,497.57,1160.31,8.8115,5.44,25,2.29,120
PA,2022,1,108,11/01/2022,3,0,0,THLAR,na,na,0.74,SETFA,VIOAR,VERAR,0,10.4,0,497.57,1160.31,8.8115,5.44,25,2.29,0
PA,2022,1,109,11/01/2022,3,30,31,na,na,na,6.69,VERPG,SETFA,na,85.8,0,-1,497.57,1160.31,8.8115,5.44,25,2.29,30
PA,2022,1,110,11/01/2022,3,60,26,na,na,na,3.77,SETFA,VERAR,VIOAR,76.3,0.18,-0.982692308,497.57,1160.31,8.8115,5.44,25,2.29,60
PA,2022,1,111,11/01/2022,3,90,87,na,na,na,23.33,VERAR,SETFA,na,87.4,0.036,-0.996538462,497.57,1160.31,8.8115,5.44,25,2.29,90
PA,2022,1,112,11/01/2022,3,15,15,na,na,na,2.25,VIOAR,VERAR,SETFA,68.3,0.209,-0.979903846,497.57,1160.31,8.8115,5.44,25,2.29,15
PA,2022,1,113,10/07/2022,1,90,77,THLAR,na,na,35.8,LEPCA,VIOAR,VERAR,139.2,1.683,-0.879785714,869.27,1566.61,12.8875,5.74,20,2.39,90
PA,2022,1,114,10/07/2022,1,120,125,THLAR,na,na,28.99,LEPCA,VERAR,STEME,118.5,0.911,-0.934928571,869.27,1566.61,12.8875,5.74,20,2.39,120
PA,2022,1,115,10/07/2022,1,60,39,THLAR,VERAR,CERVU,37.56,LEPCA,CCTLA,VERAR,137.9,1.935,-0.861785714,869.27,1566.61,12.8875,5.74,20,2.39,60
PA,2022,1,116,10/07/2022,1,0,0,THLAR,CARHI,na,3,LEPCA,VIOAR,CERVU,0,14,0,869.27,1566.61,12.8875,5.74,20,2.39,0
PA,2022,1,117,10/07/2022,1,15,14,THLAR,VERAR,CERVU,5.69,LEPCA,CERVU,SETFA,48.7,11.4,-0.185714286,869.27,1566.61,12.8875,5.74,20,2.39,15
PA,2022,1,118,10/07/2022,1,30,53,THLAR,CARHI,VIOAR,27.84,VIOAR,LEPCA,CERVU,149.8,0.728,-0.948,869.27,1566.61,12.8875,5.74,20,2.39,30
PA,2022,2,201,11/01/2022,3,90,8,THLAR,VERAR,CERVU,6.18,LEPCA,CERVU,na,68.3,0.809,-0.8382,497.57,1160.31,8.8115,5.44,25,2.29,90
PA,2022,2,202,11/01/2022,3,15,7,na,na,na,1.44,SETFA,na,na,40.8,0.032,-0.9936,497.57,1160.31,8.8115,5.44,25,2.29,15
PA,2022,2,203,11/01/2022,3,30,18,THLAR,na,na,2.6,CERVU,na,na,65.2,0.012,-0.9976,497.57,1160.31,8.8115,5.44,25,2.29,30
PA,2022,2,204,11/01/2022,3,120,84,CARHI,CERVU,na,20,LEPCA,SETFA,CERVU,99.1,0.403,-0.9194,497.57,1160.31,8.8115,5.44,25,2.29,120
PA,2022,2,205,11/01/2022,3,0,0,THLAR,CARHI,na,0.64,SETFA,VERAR,LEPCA,0,5,0,497.57,1160.31,8.8115,5.44,25,2.29,0
PA,2022,2,206,11/01/2022,3,60,29,VERSE,na,na,6.25,VERAR,na,na,92.8,0.294,-0.9412,497.57,1160.31,8.8115,5.44,25,2.29,60
PA,2022,2,207,10/07/2022,1,30,36,THLAR,VIOAR,CERVU,7.21,LEPCA,CERVU,VIOAR,79.8,6.6,-0.377358491,869.27,1566.61,12.8875,5.74,20,2.39,30
PA,2022,2,208,10/07/2022,1,15,20,THLAR,VIOAR,ERPVE,2.35,LEPCA,VIOAR,CERVU,53.3,6.8,-0.358490566,869.27,1566.61,12.8875,5.74,20,2.39,15
PA,2022,2,209,10/07/2022,1,60,70,THLAR,VERAR,CARHI,51.03,CERVU,SETFA,na,168.4,0.015,-0.998584906,869.27,1566.61,12.8875,5.74,20,2.39,60
PA,2022,2,210,10/07/2022,1,120,78,THLAR,na,na,39.69,VIOAR,SETFA,na,179.7,0.027,-0.99745283,869.27,1566.61,12.8875,5.74,20,2.39,120
PA,2022,2,211,10/07/2022,1,90,74,THLAR,CERVU,CARHI,48.43,LEPCA,VIOAR,SETFA,178.4,4.8,-0.547169811,869.27,1566.61,12.8875,5.74,20,2.39,90
PA,2022,2,212,10/07/2022,1,0,0,THLAR,VIOAR,CARHI,1.15,VIOAR,LEPCA,ERICA,0,10.6,0,869.27,1566.61,12.8875,5.74,20,2.39,0
PA,2022,2,213,10/22/2022,2,15,11,THLAR,CERVU,CARHI,4.1,VIOAR,SETFA,LEPCA,77.3,3.7,0.37037037,744.21,1424.26,19.774,5.51,21,2.18,15
PA,2022,2,214,10/22/2022,2,60,52,na,na,na,13.32,SETFA,VIOAR,na,70.8,0.108,-0.96,744.21,1424.26,19.774,5.51,21,2.18,60
PA,2022,2,215,10/22/2022,2,120,86,THLAR,CARHI,CERVU,39.94,LEPCA,CERVU,VIOAR,151.8,0.089,-0.967037037,744.21,1424.26,19.774,5.51,21,2.18,120
PA,2022,2,216,10/22/2022,2,90,128,na,na,na,21.12,VIOAR,VERAR,na,100.6,0.07,-0.974074074,744.21,1424.26,19.774,5.51,21,2.18,90
PA,2022,2,217,10/22/2022,2,30,27,CARHI,VERAR,na,23.53,CERVU,VERAR,na,137.1,0.598,-0.778518519,744.21,1424.26,19.774,5.51,21,2.18,30
PA,2022,2,218,10/22/2022,2,0,0,CERVU,na,na,0.18,CERVU,SETFA,VIOAR,0,2.7,0,744.21,1424.26,19.774,5.51,21,2.18,0
PA,2022,3,301,11/01/2022,3,0,0,CARHI,VIOAR,na,0.11,SETFA,VIOAR,CERVU,0,3.9,0,497.57,1160.31,8.8115,5.44,25,2.29,0
PA,2022,3,302,11/01/2022,3,90,32,na,na,na,2.67,VERAR,SETFA,na,42.8,0.559,-0.856666667,497.57,1160.31,8.8115,5.44,25,2.29,90
PA,2022,3,303,11/01/2022,3,30,8,VIOAR,VERSE,na,2.17,VIOAR,SETFA,na,53.5,0.198,-0.949230769,497.57,1160.31,8.8115,5.44,25,2.29,30
PA,2022,3,304,11/01/2022,3,60,29,na,na,na,4.57,SETFA,na,na,78,0,-1,497.57,1160.31,8.8115,5.44,25,2.29,60
PA,2022,3,305,11/01/2022,3,15,18,CARHI,VIOAR,na,2.19,VIOAR,SETFA,GERPU,68.2,1.7,-0.564102564,497.57,1160.31,8.8115,5.44,25,2.29,15
PA,2022,3,306,11/01/2022,3,120,93,VERAR,VIOAR,na,14.24,VIOAR,VERAR,SETFA,112.6,0.527,-0.864871795,497.57,1160.31,8.8115,5.44,25,2.29,120
PA,2022,3,307,10/07/2022,1,15,20,THLAR,CARHI,na,12.44,VIOAR,LEPCA,GERPU,55.6,13.1,-0.376190476,869.27,1566.61,12.8875,5.74,20,2.39,15
PA,2022,3,308,10/07/2022,1,0,0,THLAR,CARHI,na,7.44,LEPCA,VIOAR,SETFA,0,21,0,869.27,1566.61,12.8875,5.74,20,2.39,0
PA,2022,3,309,10/07/2022,1,90,56,THLAR,CERVU,na,33.16,VIOAR,CERVU,VERAR,131.4,3.1,-0.852380952,869.27,1566.61,12.8875,5.74,20,2.39,90
PA,2022,3,310,10/07/2022,1,30,16,THLAR,na,na,14.91,VERAR,VIOAR,SETFA,114.5,0.148,-0.992952381,869.27,1566.61,12.8875,5.74,20,2.39,30
PA,2022,3,311,10/07/2022,1,60,52,THLAR,VIOAR,GERPU,28.66,GERPU,CERVU,VIOAR,95.3,11.8,-0.438095238,869.27,1566.61,12.8875,5.74,20,2.39,60
PA,2022,3,312,10/07/2022,1,120,100,CARHI,na,na,35.1,VIOAR,na,na,161.8,0.07,-0.996666667,869.27,1566.61,12.8875,5.74,20,2.39,120
PA,2022,3,313,10/22/2022,2,120,110,THLAR,CARHI,CERVU,32.27,VIOAR,CERVU,VERAR,161.9,0.631,-0.605625,744.21,1424.26,19.774,5.51,21,2.18,120
PA,2022,3,314,10/22/2022,2,60,73,VIOAR,na,na,17.49,VIOAR,SETFA,na,95.1,0.081,-0.949375,744.21,1424.26,19.774,5.51,21,2.18,60
PA,2022,3,315,10/22/2022,2,30,25,THLAR,CERVU,na,16.05,VIOAR,CERVU,LEPCA,132.4,1.198,-0.25125,744.21,1424.26,19.774,5.51,21,2.18,30
PA,2022,3,316,10/22/2022,2,90,48,VERAR,na,na,9.54,SETFA,VIOAR,na,89.4,0,-1,744.21,1424.26,19.774,5.51,21,2.18,90
PA,2022,3,317,10/22/2022,2,15,10,THLAR,CARHI,na,3.85,VIOAR,LEPCA,CERVU,65.3,0.67,-0.58125,744.21,1424.26,19.774,5.51,21,2.18,15
PA,2022,3,318,10/22/2022,2,0,0,na,na,na,0,SETFA,VIOAR,CERVU,0,1.6,0,744.21,1424.26,19.774,5.51,21,2.18,0
PA,2023,1,101,10/24/2022,2,25,20,na,na,na,18.04,na,na,na,123.9,0.01,-0.999264706,679.8112328,1304.555266,29.6,5.83,39,2.53,30
PA,2023,1,102,10/24/2022,2,50,37,na,na,na,23.32,LAMAM,SETFA,na,106.9,0,-1,679.8112328,1304.555266,29.6,5.83,39,2.53,60
PA,2023,1,103,10/24/2022,2,80,47,POLAV,na,na,22.21,BROTE,AMBEL,TAROF,101.9,0.14,-0.989705882,679.8112328,1304.555266,29.6,5.83,39,2.53,90
PA,2023,1,104,10/24/2022,2,105,78,na,na,na,32.93,na,na,na,162.2,0,-1,679.8112328,1304.555266,29.6,5.83,39,2.53,120
PA,2023,1,105,10/24/2022,2,15,16,TAROF,STEME,na,14.52,TAROF,STEME,na,122.6,2.4,-0.823529412,679.8112328,1304.555266,29.6,5.83,39,2.53,15
PA,2023,1,106,10/24/2022,2,0,0,POLAV,na,na,0.23,VERPG,AMBEL,STEME,0,13.6,0,679.8112328,1304.555266,29.6,5.83,39,2.53,0
PA,2023,1,107,10/10/2022,1,15,11,TAROF,CARHI,na,2.44,TAROF,CARHI,LAMAM,45.4,6,-0.594594595,805.1613401,1429.905374,15.75,5.88,62,2.46,15
PA,2023,1,108,10/10/2022,1,0,0,POLAV,na,na,0.1,VERPG,CHEAL,CAPBP,0,14.8,0,805.1613401,1429.905374,15.75,5.88,62,2.46,0
PA,2023,1,109,10/10/2022,1,50,33,na,na,na,32.77,VERPG,na,na,168.2,0.1,-0.993243243,805.1613401,1429.905374,15.75,5.88,62,2.46,60
PA,2023,1,110,10/10/2022,1,80,68,STEME,na,na,36.41,na,na,na,153.9,0,-1,805.1613401,1429.905374,15.75,5.88,62,2.46,90
PA,2023,1,111,10/10/2022,1,25,19,na,na,na,22.03,na,na,na,178.2,0,-1,805.1613401,1429.905374,15.75,5.88,62,2.46,30
PA,2023,1,112,10/10/2022,1,105,96,STEME,CARHI,na,33.99,STEME,na,na,159.8,0.4,-0.972972973,805.1613401,1429.905374,15.75,5.88,62,2.46,120
PA,2023,1,113,11/9/2022,3,50,na,LAMAM,POAAN,na,9.83,POAAN,VERPG,LAMAM,102.5,0.6,-0.954887218,460.964738,1085.708771,29.7,5.88,41,2.52,60
PA,2023,1,114,11/9/2022,3,15,na,POAAN,na,na,4.35,POAAN,VIOAR,CHEAL,74.3,1.4,-0.894736842,460.964738,1085.708771,29.7,5.88,41,2.52,15
PA,2023,1,115,11/9/2022,3,80,na,CARHI,na,na,12.76,OXAST,CARHI,LAMAM,122.2,0.2,-0.984962406,460.964738,1085.708771,29.7,5.88,41,2.52,90
PA,2023,1,116,11/9/2022,3,0,na,LAMAM,POAAN,na,0.01,CAPBP,LAMAM,CHEAL,0,13.3,0,460.964738,1085.708771,29.7,5.88,41,2.52,0
PA,2023,1,117,11/9/2022,3,105,na,na,na,na,19.3,POLCO,na,na,113.1,0.05,-0.996240602,460.964738,1085.708771,29.7,5.88,41,2.52,120
PA,2023,1,118,11/9/2022,3,25,na,CARHI,na,na,5.82,CHEAL,POLAV,na,114,0.12,-0.990977444,460.964738,1085.708771,29.7,5.88,41,2.52,30
PA,2023,2,201,10/10/2022,1,105,72,POLAV,ERICA,na,29.19,STEME,ERICA,na,112.6,0.7,-0.815789474,805.1613401,1429.905374,15.75,5.88,62,2.46,120
PA,2023,2,202,10/10/2022,1,25,17,na,na,na,9.38,STEME,na,na,135.6,0.03,-0.992105263,805.1613401,1429.905374,15.75,5.88,62,2.46,30
PA,2023,2,203,10/10/2022,1,50,39,na,na,na,30.25,ERICA,na,na,110.9,0.05,-0.986842105,805.1613401,1429.905374,15.75,5.88,62,2.46,60
PA,2023,2,204,10/10/2022,1,80,55,na,na,na,31.71,na,na,na,168.6,0,-1,805.1613401,1429.905374,15.75,5.88,62,2.46,90
PA,2023,2,205,10/10/2022,1,15,13,POAAN,na,na,5.5,POATR,VERPG,na,142.3,0.9,-0.763157895,805.1613401,1429.905374,15.75,5.88,62,2.46,15
PA,2023,2,206,10/10/2022,1,0,0,ERICA,na,na,0.3,ERICA,AMBEL,POLAV,0,3.8,0,805.1613401,1429.905374,15.75,5.88,62,2.46,0
PA,2023,2,207,11/9/2022,3,105,na,na,na,na,14.32,CAPBP,na,na,116.4,0.1,-0.964285714,460.964738,1085.708771,29.7,5.88,41,2.52,120
PA,2023,2,208,11/9/2022,3,80,na,na,na,na,7.83,VERAR,CARHI,SETFA,85.8,0.06,-0.978571429,460.964738,1085.708771,29.7,5.88,41,2.52,90
PA,2023,2,209,11/9/2022,3,15,na,na,na,na,1.78,CAPBP,PLAMA,VERPG,57.4,0.5,-0.821428571,460.964738,1085.708771,29.7,5.88,41,2.52,15
PA,2023,2,210,11/9/2022,3,50,na,CARHI,na,na,4.56,POLCO,CHEAL,na,69.4,0.4,-0.857142857,460.964738,1085.708771,29.7,5.88,41,2.52,60
PA,2023,2,211,11/9/2022,3,0,na,na,na,na,0,VERPG,AMBEL,CHEAL,0,2.8,0,460.964738,1085.708771,29.7,5.88,41,2.52,0
PA,2023,2,212,11/9/2022,3,25,na,na,na,na,1.25,AMBEL,POLAV,PLAMA,40,1,-0.642857143,460.964738,1085.708771,29.7,5.88,41,2.52,30
PA,2023,2,213,10/24/2022,2,50,30,POAAN,na,na,20.69,na,na,na,173.4,1.5,-0.6875,679.8112328,1304.555266,29.6,5.83,39,2.53,60
PA,2023,2,214,10/24/2022,2,15,11,na,na,na,2.17,STEME,na,na,66.5,0.3,-0.9375,679.8112328,1304.555266,29.6,5.83,39,2.53,15
PA,2023,2,215,10/24/2022,2,25,18,na,na,na,1.62,POLAV,CHEAL,na,37.8,0.4,-0.916666667,679.8112328,1304.555266,29.6,5.83,39,2.53,30
PA,2023,2,216,10/24/2022,2,0,0,POLAV,na,na,0,CHEAL,POLAV,POLCO,0,4.8,0,679.8112328,1304.555266,29.6,5.83,39,2.53,0
PA,2023,2,217,10/24/2022,2,80,54,na,na,na,23.93,na,na,na,141.5,0,-1,679.8112328,1304.555266,29.6,5.83,39,2.53,90
PA,2023,2,218,10/24/2022,2,105,80,na,na,na,15.65,na,na,na,109.8,0,-1,679.8112328,1304.555266,29.6,5.83,39,2.53,120
PA,2023,3,301,11/9/2022,3,25,na,POLAV,na,na,1.88,POLAV,CHEAL,na,80.8,0.6,-0.860465116,460.964738,1085.708771,29.7,5.88,41,2.52,30
PA,2023,3,302,11/9/2022,3,15,na,POLAV,na,na,1.44,POLCO,CHEAL,na,49.4,0.6,-0.860465116,460.964738,1085.708771,29.7,5.88,41,2.52,15
PA,2023,3,303,11/9/2022,3,0,na,POAAN,na,na,0.01,POATR,AMBEL,VERPG,0,4.3,0,460.964738,1085.708771,29.7,5.88,41,2.52,0
PA,2023,3,304,11/9/2022,3,50,na,POLAV,na,na,5.1,VERPG,CHEAL,CAPBP,69.8,0.8,-0.813953488,460.964738,1085.708771,29.7,5.88,41,2.52,60
PA,2023,3,305,11/9/2022,3,80,na,na,na,na,18.66,POLAV,STEME,na,161.7,0.3,-0.930232558,460.964738,1085.708771,29.7,5.88,41,2.52,90
PA,2023,3,306,11/9/2022,3,105,na,na,na,na,4.31,AMBEL,na,na,76.4,0.2,-0.953488372,460.964738,1085.708771,29.7,5.88,41,2.52,120
PA,2023,3,307,10/24/2022,2,0,0,na,na,na,0,CHEAL,SETFA,POLAV,0,2.4,0,679.8112328,1304.555266,29.6,5.83,39,2.53,0
PA,2023,3,308,10/24/2022,2,105,81,na,na,na,33.99,POATR,na,na,152.6,0.1,-0.958333333,679.8112328,1304.555266,29.6,5.83,39,2.53,120
PA,2023,3,309,10/24/2022,2,25,18,POAAN,na,na,9.99,TAROF,AMBEL,na,123.4,0.1,-0.958333333,679.8112328,1304.555266,29.6,5.83,39,2.53,30
PA,2023,3,310,10/24/2022,2,80,46,na,na,na,31.4,POLCO,na,na,237.9,0.04,-0.983333333,679.8112328,1304.555266,29.6,5.83,39,2.53,90
PA,2023,3,311,10/24/2022,2,50,41,na,na,na,37.72,na,na,na,218.3,0,-1,679.8112328,1304.555266,29.6,5.83,39,2.53,60
PA,2023,3,312,10/24/2022,2,15,11,POLAV,na,na,7.52,POLCO,na,na,126,0.1,-0.958333333,679.8112328,1304.555266,29.6,5.83,39,2.53,15
PA,2023,3,313,10/10/2022,1,15,8,na,na,na,6.22,VERPG,POLPE,na,96.7,0.33,-0.8625,805.1613401,1429.905374,15.75,5.88,62,2.46,15
PA,2023,3,314,10/10/2022,1,0,0,na,na,na,0,CHEAL,SETFA,na,0,2.4,0,805.1613401,1429.905374,15.75,5.88,62,2.46,0
PA,2023,3,315,10/10/2022,1,25,16,na,na,na,8.02,na,na,na,109.8,0,-1,805.1613401,1429.905374,15.75,5.88,62,2.46,30
PA,2023,3,316,10/10/2022,1,105,70,CARHI,na,na,30.78,na,na,na,124.5,0.13,-0.945833333,805.1613401,1429.905374,15.75,5.88,62,2.46,120
PA,2023,3,317,10/10/2022,1,50,39,POAAN,na,na,48.88,na,na,na,232.4,0,-1,805.1613401,1429.905374,15.75,5.88,62,2.46,60
PA,2023,3,318,10/10/2022,1,80,56,POAAN,na,na,35.76,POATR,na,na,172,1.5,-0.375,805.1613401,1429.905374,15.75,5.88,62,2.46,90
UMD,2023,1,101,10/24/2022,1,0,0,LAMAM,POANN,ARBTH,11.71,VIORA,UK,na,0,38.9,0,1114.47,1858.45,9.5,6.61,46,2.17,0
UMD,2023,1,102,10/24/2022,1,15,12,LAMAM,POANN,CERVU,42.8,VIORA,ERICA,na,171.7,1.3,-0.966580977,1114.47,1858.45,9.5,6.61,46,2.17,15
UMD,2023,1,103,10/24/2022,1,25,22,POANN,CERVU,na,36.06,VIORA,POANN,na,125.9,1.5,-0.961439589,1114.47,1858.45,9.5,6.61,46,2.17,30
UMD,2023,1,104,10/24/2022,1,50,45,POANN,na,na,49.49,POANN,CERVU,na,170.8,5.1,-0.868894602,1114.47,1858.45,9.5,6.61,46,2.17,60
UMD,2023,1,105,10/24/2022,1,80,49,POANN,VERPE,LAMAM,50.67,VIORA,na,na,157.8,0.7,-0.982005141,1114.47,1858.45,9.5,6.61,46,2.17,90
UMD,2023,1,106,10/24/2022,1,105,28,LAMAM,POANN,na,45.8,LAMAM,POANN,na,202.6,1.4,-0.964010283,1114.47,1858.45,9.5,6.61,46,2.17,120
UMD,2023,1,107,10/31/2022,2,0,0,LAMAM,POANN,na,1.62,LAMAM,POANN,na,0,29.6,0,1004.59,1748.57,11.95,6.37,70,2.11,0
UMD,2023,1,108,10/31/2022,2,15,7,VERPE,POANN,STEME,21.66,POANN,STEME,VIORA,183.6,3.5,-0.881756757,1004.59,1748.57,11.95,6.37,70,2.11,15
UMD,2023,1,109,10/31/2022,2,25,9,POANN,na,na,24.43,POANN,na,na,120.9,0.8,-0.972972973,1004.59,1748.57,11.95,6.37,70,2.11,30
UMD,2023,1,110,10/31/2022,2,50,33,POANN,na,na,35.49,POANN,VIORA,na,148.1,1,-0.966216216,1004.59,1748.57,11.95,6.37,70,2.11,60
UMD,2023,1,111,10/31/2022,2,80,6,POANN,CERVU,na,55,POANN,CERVU,na,171.4,0.5,-0.983108108,1004.59,1748.57,11.95,6.37,70,2.11,90
UMD,2023,1,112,10/31/2022,2,105,50,POANN,na,na,49.15,VIORA,LAMAM,na,150.8,0.5,-0.983108108,1004.59,1748.57,11.95,6.37,70,2.11,120
UMD,2023,1,113,11/14/2022,3,0,0,VIORA,na,na,3.4,POANN,VIORA,na,0,19.9,0,723.17,1467.14,9.25,6.3,44,1.98,0
UMD,2023,1,114,11/14/2022,3,15,0,POANN,LAMAM,VERPE,2.75,POANN,VIORA,na,113.7,1.5,-0.924623116,723.17,1467.14,9.25,6.3,44,1.98,15
UMD,2023,1,115,11/14/2022,3,25,5,POANN,na,na,8.54,POANN,na,na,123.3,2.5,-0.874371859,723.17,1467.14,9.25,6.3,44,1.98,30
UMD,2023,1,116,11/14/2022,3,50,36,POANN,VIORA,na,35.01,VIORA,POANN,na,169.4,0.5,-0.974874372,723.17,1467.14,9.25,6.3,44,1.98,60
UMD,2023,1,117,11/14/2022,3,80,40,LAMMA,VIORA,CERVU,42.91,CERVU,na,na,155.9,0.1,-0.994974874,723.17,1467.14,9.25,6.3,44,1.98,90
UMD,2023,1,118,11/14/2022,3,105,70,LAMAM,ARBTH,VERPE,37.61,CERVU,LAMAM,na,161.3,1.2,-0.939698492,723.17,1467.14,9.25,6.3,44,1.98,120
UMD,2023,2,201,10/31/2022,2,50,19,VERPE,VIORA,POANN,36.49,na,na,na,239.1,0.4,-0.989583333,1004.59,1748.57,11.95,6.37,70,2.11,60
UMD,2023,2,202,10/31/2022,2,80,30,na,na,na,54.37,na,na,na,119.3,0,-1,1004.59,1748.57,11.95,6.37,70,2.11,90
UMD,2023,2,203,10/31/2022,2,25,9,na,na,na,27.42,VIORA,na,na,207,2,-0.947916667,1004.59,1748.57,11.95,6.37,70,2.11,30
UMD,2023,2,204,10/31/2022,2,15,3,VERPE,POANN,VIORA,27.55,POANN,VIORA,LAMAM,186.1,4.9,-0.872395833,1004.59,1748.57,11.95,6.37,70,2.11,15
UMD,2023,2,205,10/31/2022,2,105,33,VERPE,na,na,59.93,VIORA,POANN,na,195.2,0.5,-0.986979167,1004.59,1748.57,11.95,6.37,70,2.11,120
UMD,2023,2,206,10/31/2022,2,0,0,VERPE,POANN,na,2.31,POANN,LAMAM,na,0,38.4,0,1004.59,1748.57,11.95,6.37,70,2.11,0
UMD,2023,2,207,11/14/2022,3,50,38,CERVU,VIORA,na,57.41,VIORA,POANN,na,190.6,0.7,-0.867924528,723.17,1467.14,9.25,6.3,44,1.98,60
UMD,2023,2,208,11/14/2022,3,105,73,VERPE,na,na,51.61,POANN,na,na,181.9,0.2,-0.962264151,723.17,1467.14,9.25,6.3,44,1.98,120
UMD,2023,2,209,11/14/2022,3,0,0,POANN,VERPE,ALLVI,0.3,VERPE,LAMAM,na,0,5.3,0,723.17,1467.14,9.25,6.3,44,1.98,0
UMD,2023,2,210,11/14/2022,3,25,22,VERPE,POANN,ALLVI,3.71,POANN,na,na,135.1,1.3,-0.754716981,723.17,1467.14,9.25,6.3,44,1.98,30
UMD,2023,2,211,11/14/2022,3,80,47,VERPE,POANN,VIORA,35.84,STEME,na,na,146,0.3,-0.943396226,723.17,1467.14,9.25,6.3,44,1.98,90
UMD,2023,2,212,11/14/2022,3,15,4,VERPE,ALLVI,POANN,19.34,STEME,POANN,na,115.7,1,-0.811320755,723.17,1467.14,9.25,6.3,44,1.98,15
UMD,2023,2,213,10/24/2022,1,50,29,POANN,na,na,36.2,POANN,na,na,166.6,1.9,-0.960084034,1114.47,1858.45,9.5,6.61,46,2.17,60
UMD,2023,2,214,10/24/2022,1,0,0,POANN,VERPE,ARBTH,11.75,VIORA,POANN,LAMAM,0,47.6,0,1114.47,1858.45,9.5,6.61,46,2.17,0
UMD,2023,2,215,10/24/2022,1,105,0,POANN,VERPE,LAMAM,8.42,VIORA,POANN,LAMAM,29.8,20,-0.579831933,1114.47,1858.45,9.5,6.61,46,2.17,120
UMD,2023,2,216,10/24/2022,1,25,11,POANN,VERPE,VIORA,30.24,VIORA,POANN,na,215.5,1.3,-0.972689076,1114.47,1858.45,9.5,6.61,46,2.17,30
UMD,2023,2,217,10/24/2022,1,15,8,LAMAM,POANN,VERPE,16.48,VIORA,POANN,na,169.9,4.3,-0.909663866,1114.47,1858.45,9.5,6.61,46,2.17,15
UMD,2023,2,218,10/24/2022,1,80,67,CAPBP,na,na,55.22,POANN,VERPE,na,160.3,1.7,-0.964285714,1114.47,1858.45,9.5,6.61,46,2.17,90
UMD,2023,3,301,11/14/2022,3,80,5,na,na,na,2.48,na,na,na,125.1,1,-0.964285714,723.17,1467.14,9.25,6.3,44,1.98,90
UMD,2023,3,302,11/14/2022,3,50,20,na,na,na,27.42,VIORA,na,na,211.4,0.2,-0.992857143,723.17,1467.14,9.25,6.3,44,1.98,60
